id,label,id_prop_instance_of
id_creator_395,"Bett, H.K.",id_base_author
id_creator_396,"Niemeyer, I.",id_base_author
id_creator_397,"Iwasa, Y.",id_base_author
id_creator_398,"Haberstock, W.",id_base_author
id_creator_10329,"Baguant, J.",id_base_author;id_base_editor
id_creator_400,"Berg, M.P.",id_base_author
id_creator_401,"Cammarano, D.",id_base_author
id_creator_402,"Freier, B.",id_base_author
id_creator_403,"Foley, J.A.",id_base_author
id_creator_404,"Chapin III, F.S.",id_base_author
id_creator_405,"Bullock, P.",id_base_author
id_creator_406,"Schöbel, C.",id_base_author
id_creator_407,"Scheiffle, L.",id_base_author
id_creator_408,"van Griensven, A.",id_base_author
id_creator_409,"Kostecki, R.P.",id_base_author
id_creator_410,"Gernaat, D.",id_base_author
id_creator_411,"Sterner, M.",id_base_author
id_creator_412,"Banhaazi, T.M.",id_base_author
id_creator_413,"Sarma, B.",id_base_author
id_creator_414,"Sheppard, P.R.",id_base_author
id_creator_415,"Searchinger, T.D.",id_base_author
id_creator_416,"Knauer, J.",id_base_author
id_creator_417,"Reese, R.",id_base_author
id_creator_418,"Sukumar, R.",id_base_author
id_creator_10342,"Pilardeaux, B.",id_base_author;id_base_editor
id_creator_420,"Shindell, D.T.",id_base_author
id_creator_421,"Shcheredin, S.",id_base_author
id_creator_422,"Collins, S.",id_base_author
id_creator_423,"Da Cunha, C.",id_base_author
id_creator_424,"Kavallari, A.",id_base_author
id_creator_425,"Kübler, D.",id_base_author
id_creator_426,"Mouchet, A.",id_base_author
id_creator_10352,"Zelli, F.",id_base_author;id_base_editor
id_creator_428,"Braendle, J.",id_base_author
id_creator_429,"Huss, M.",id_base_author
id_creator_430,"Akhtar-Schuster, M.",id_base_author
id_creator_431,"Khoshbeen, A.J.",id_base_author
id_creator_432,"Whitfield, S.",id_base_author
id_creator_433,"Inaba, A.",id_base_author
id_creator_10358,"Gräfe, P.",id_base_author;id_base_editor
id_creator_435,"Morse, A.",id_base_author
id_creator_436,"Raymundo, R.M.",id_base_author
id_creator_437,"Riedel, N.",id_base_author
id_creator_10361,"Blöschl, G.",id_base_author;id_base_editor
id_creator_439,"Boehmer-Christiansen, S.",id_base_author
id_creator_440,"Avrami, L.",id_base_author
id_creator_441,"Mason D'Croz, D.",id_base_author
id_creator_442,"Dreyhaupt, J.",id_base_author
